epoch,step,测试/AUROC,测试/F1分数,测试/准确率,训练/AUROC,训练/准确率,训练/总损失,训练/损失,验证/AUROC,验证/F1分数,验证/准确率,验证/总损失,验证/损失
7,3499,,,,,1.0,0.09058093279600143,0.09058093279600143,,,,,
7,3549,,,,,1.0,0.16584749519824982,0.16584749519824982,,,,,
7,3599,,,,,0.9333333373069763,0.1472621113061905,0.1472621113061905,,,,,
7,3599,,,,,,,,0.8304206728935242,0.7379122376441956,0.7846730351448059,0.6253552436828613,0.6253552436828613
7,3599,,,,0.9483462572097778,,,,,,,,
8,3649,,,,,1.0,0.07707230001688004,0.07707230001688004,,,,,
8,3699,,,,,0.9375,0.2407524138689041,0.2407524138689041,,,,,
8,3749,,,,,0.9375,0.0835132747888565,0.0835132747888565,,,,,
8,3799,,,,,0.9375,0.20720219612121582,0.20720219612121582,,,,,
8,3849,,,,,0.9375,0.17137999832630157,0.17137999832630157,,,,,
8,3899,,,,,0.9375,0.2039715200662613,0.2039715200662613,,,,,
8,3949,,,,,0.9375,0.101065494120121,0.101065494120121,,,,,
8,3999,,,,,0.9375,0.1833348572254181,0.1833348572254181,,,,,
8,4049,,,,,0.9333333373069763,0.14767573773860931,0.14767573773860931,,,,,
8,4049,,,,,,,,0.822677731513977,0.7358306646347046,0.7805081009864807,0.6865684390068054,0.6865684390068054
8,4049,,,,0.9665915369987488,,,,,,,,
9,4099,,,,,0.9375,0.14641648530960083,0.14641648530960083,,,,,
9,4149,,,,,0.875,0.390224814414978,0.390224814414978,,,,,
9,4199,,,,,0.9375,0.17768806219100952,0.17768806219100952,,,,,
9,4249,,,,,0.875,0.12579888105392456,0.12579888105392456,,,,,
9,4299,,,,,1.0,0.10361853986978531,0.10361853986978531,,,,,
9,4349,,,,,1.0,0.044168975204229355,0.044168975204229355,,,,,
9,4399,,,,,0.8125,0.26439908146858215,0.26439908146858215,,,,,
9,4449,,,,,0.9375,0.10900798439979553,0.10900798439979553,,,,,
9,4499,,,,,0.9333333373069763,0.17357879877090454,0.17357879877090454,,,,,
9,4499,,,,,,,,0.8259227871894836,0.7441389560699463,0.7859225273132324,0.724800705909729,0.724800705909729
9,4499,,,,0.9792746305465698,,,,,,,,
10,4500,0.8255035877227783,0.7334781289100647,0.7725947499275208,,,,,,,,,
